doc_id,title,doc_len
382,"Despite being forced underground, Russia’s resistance movement against autocracy is thriving",6290
383,"A Ukrainian Oscar, crackdown on Russian dissent and border disputes between allies",8207
384,Freedom erosion in Europe is reaching new highs,915
385,Paper is the new weapon in the war on migrants,903
386,Europe divided by the New inflation Iron Curtain,766
387,Gender-based violence. A sentimental and amorous education,750
388,The seeds of hope can still blossom in Putin’s increasingly autocratic regime,5707
389,"Visegrád Four: Surviving, not thriving, amidst discord",6833
390,"The European elections in Italy, a home game",5881
391,A parties’ trial of strength ahead of next year’s general election,5397
392,The paradox of Poland’s drifting centre,6262
393,Irrational and invisible: Lithuania’s European elections,7747
394,"Newspapers of all Europe, unite on EU elections!",1583
395,A campaign in the shadow of the far right,5049
396,Cas Mudde on the media and the far-right: a dangerous liaison worth breaking,6311
397,The wind changes,907
398,Why is Europe still fragile in the dance with Russia,6401
399,"Tunisia, Mauritania, Egypt – brick by brick, Fortress Europe takes shape",7400
400,Stephanie Saldaña on migration: ‘The role of a writer is to make people aware’,8371
401,European cracks in the dominance of Greece’s right,6106
402,Twenty years after joining the EU the Czechs do not dream of Europe anymore,6935
403,Migration and Asylum Pact: When the European Union authorises the detention of children at borders,9298
404,A new arsenal,1105
405,The rich don’t pay their fair share of taxes,9067
406,Why big banks are scared of the digital euro and how they lobby against it,19079
407,"A Ukrainian Oscar, crackdown on Russian dissent and border disputes between allies",759
408,"Vladimir Putin’s crushing re-“election”, and resistance in imperialist Russia",844
409,"Tunisia, Mauritania, Egypt – brick by brick, Fortress Europe takes shape",819
410,Why is Europe still fragile in the dance with Russia,800
411,"Visegrád Four: Surviving, not thriving, amidst discord",728
412,Climate action is a human right,6635
413,Long-awaited assistance,1170
414,A Voice with a Kremlin accent rumbles across Europe,8750
415,Spain’s European election will be more Spanish than ever,6338
416,"The Green Deal, five years on: Introducing a compass for Europe’s carbon neutrality",6804
417,Georgian wisdom,1212
418,How Slovak democracy grapples with Russian disinformation,14678
419,The economic ups and downs of Southeastern Europe,7236
420,"Slovakia’s 9-month election marathon, marked by Fico’s comeback and EU election scepticism",6219
421,"In EU elections as in Eurovision, we should cherish our right to choose",7632
422,Cracks in the Russian facade,504
423,Europe’s sieve of migrants,590
424,From Factories to Courtrooms: Shifting Gears in European Affairs,668
425,"Paris 2024, the people’s olympics?",814
426,Georgians take to the streets to defend their European dream,1303
427,Georgians fight for their European future,9823
428,"Abject Before The Law: Assange, Begum, and rule of law",598
429,"Yes to abortion, no to Depardieu. Law versus practice",872
430,"Unpacking the farmers’ protests, and the fight for the future of food in Europe",604
431,Uncle Xi takes a walk,1005
432,Populism merges with the far right: welcome to Hungarian politics,7968
433,Climate action is a human right,805
434,A Voice with a Kremlin accent rumbles across Europe,750
435,The visitors,1261
436,The Greek far-right is advancing under the radar,6723
437,"In Belgium, a language barrier that mirrors attitudes to the far right",7714
438,Social Europe can defeat the rhetoric of the far right,5198
439,Blood farms: from Iceland to Italy and Parma ham,10358
440,"In Croatia, European issues are trumped by domestic preoccupations",6584
441,"Migrants, memory and rights: Spain’s battle against the far right narrative",6341
442,How and who to vote for in the European elections? An app to help you,1911
443,‘They should have tried harder’: Czechia cannot find an answer to populism,13021
444,European Recognition,1422
445,Michelin’s adventures in Indonesia: deforestation and greenwashing,28370
446,Reclaim Finance’s Lucie Pinson: ‘Europe’s banks are subverting the climate objectives’,11365
447,"Climate change, despair and misinformation: the fight goes on",7176
448,The ongoing quest for Social Europe,11663
449,Estonia’s European election – A Sendoff for PM Kaja Kallas?,3279
450,"Austria and the EU, a complicated relationship",5661
451,The far right – a stress test for civil society in Slovakia,8207
452,Who is voting for the far-right in Germany?,9508
453,Civil society and the far right: a tale of two Polands,6255
454,20 years after the enlargement Big Bang: successful convergence in an era of division,7478
455,The economic ups and downs of Southeastern Europe,771
456,"A step to the left, a step to the right: the new European centre",663
457,Generative AI is a weapon of mass disinformation,10372
458,Recentering to the right,1752
459,How the European environmental legislation ended up in limbo,7445
460,Poverty erodes European rights (and vote),8090
461,European elections: the little brown wave,730
462,"Climate change, despair and misinformation: the fight goes on",772
463,20 years after the enlargement Big Bang: successful convergence in an era of division,796
464,How the European environmental legislation ended up in limbo,910
465,Who won the European elections – Ukraine or Russia?,8549
466,Esther Lynch: ‘The far-right  has been the main beneficiary of austerity policies’,4304
467,Surprises and shifts: how the European elections went in Southeastern Europe,5194
468,"Vladimir Putin, the blood-thirsty pacifist",1469
469,Dalia Frantz on Europe’s migration policy: ‘We are stuck on the worst path’,5098
470,Edouard Gaudot: ‘Green policies have become a source of anxiety’,5324
471,Alain Caillé: ‘Our societies are adopting a form of inverted totalitarianism’,5032
472,How big finance greenwashes climate crisis culprits,26841
473,Is Southeastern Europe plotting a democratic remontada?,6056
474,Europe’s free market in offshoring,12250
475,Bulgaria: from tech heaven to call-centre hell,16520
476,"A radically just, sustainable, democratic and happy society for the 21st century is possible!",4323
477,Fuel for thought: combustion engines find favor in EU vote,7324
478,The nearest thing to Green Deal,6711
479,Russians in the face of war: despondent and detached,9170
480,Should we be afraid of artificial intelligence?,756
481,Poverty erodes European rights (and vote),632
482,Sick men of Europe: EU countries face economic crisis,834
483,"The “Meloni model”, the future of European migration policy?",798
484,Surprises and shifts: how the European elections went in Southeastern Europe,817
485,Who won the European elections – Ukraine or Russia?,460
486,Those very willing to challenge fossil orthodoxy,614
487,"Belarus: New passport? Certainly, but first an interrogation and prison",523
488,Will the West give Ukraine a chance to win this war?,697
489,"Europe’s Scrooges: electoral riggers, corrupt priests, greedy authorities",793
490,Milei and Wilders: the Werewolf and The Vampire,671
491,"The defence of human rights, a blind spot in European migration policies",739
492,"As poverty spreads in Europe, wealth is (still) tax-free",819
493,"Tax evasion, wealth and the monopoly of taste",624
494,Gathering of friends,1349
495,"Bringing seasonal workers from third countries, a flawed answer to Greece’s labour shortage",9116
496,There is no alternative to a social Europe,7922
497,Sylvain Bourmeau: ‘One of journalism’s biggest biases is the idea that we can find the truth by comparing two contradictory opinions’,10011
498,Is Southeastern Europe plotting a democratic remontada?,751
499,Finland-Russia: migrants between hammer and anvil,631
500,End of an era,1043
501,"In France and the United Kingdom, the left won two electoral victories, but only by default",5472
502,The far-right is against women,669
503,Fuel for thought: combustion engines find favor in EU vote,799
504,Democracy wounded,1332
505,Elżbieta Korolczuk: ‘The struggle is now about how gender equality is defined and which women will be included or not’,12374
506,"In France as well as elsewhere in Europe, political polarisation grows",693
507,Preventing Russian victory in Georgia – a key task for Europe’s new chief diplomat Kaja Kallas,6494
508,"In Russian penal colonies, female inmates dream of going to war",6706
509,Summer invasion,1392
510,People of no nation: how being stateless means living without rights,13387
511,Russians in the face of war: despondent and detached,504
512,The nearest thing to Green Deal,570
513,Invading the invader,1296
514,How many guns are in circulation in Europe?,8067
515,Kill the messenger,1523
516,"Among other things, Georgia follows in Moscow’s footsteps on LGBT+ rights",12457
517,Behind the limbo of Viktor Orbán’s queer censorship,13671
518,Tatiana Țîbuleac: ‘In Eastern Europe we are not very good at coming to terms with trauma’,12231
519,How Italy’s largest fossil fuel company uses climate-related bonds as a loophole to keep financing hydrocarbons,23649
520,Fernando Rosas: ‘Today’s far-right is the result of the crisis of liberal capitalism’,9828
521,"Fleeing war, finding exploitation: Ukraine’s refugees in Europe",7873
522,"Hand in hand, Twitter/X and the far-right are unravelling our social fabric",8442
523,Welcome to a Europe George Orwell himself could only have imagined,8782
524,Adrienne Buller: Don’t be fooled by the promises of green capitalism,8499
525,Europe’s summer heat,7015
526,"Hand in hand, Twitter/X and the far-right are unravelling our social fabric",611
527,"Fleeing war, finding exploitation: Ukraine’s refugees in Europe",615
528,Macron and Barnier go paddling…,1409
529,Europe’s trees of tomorrow,6314
530,The Olympic Games’ mark on South-East Europe: olive branch and Pandora’s box,5730
531,"Ukraine on the offensive, invading Russia",6734
532,"In Spain, regularising undocumented migrants could counter looming labour shortages",9177
533,"The kebab, a (divisive) part of Europe",8788
534,An olive oil war rages between Italy and Spain,13817
535,"2024 World News Day: let’s celebrate shared truth, sacred bond and democracies’ self-evident values",4250
536,Democracy in peril – Europe’s reaction to digital warfare and geopolitical shifts,8337
537,A day to reflect on the value of a free and independent press,7172
538,Gastronationalism: behind the pride in traditional cuisine,14635
539,Europe’s trees of tomorrow,525
540,Europe’s summer heat,512
541,Living in Spain while working in a Portuguese call centre – for lower wages,9181
542,Europe is short of nurses – and so healthcare professionals are on the move,5992
543,No competitiveness without integration and sustainability. On the Draghi report,6812
544,Floods in Central Europe: put the blame on human-made climate change,7077
545,Europe’s Sick man seals borders. On migration and economic crisis in Germany,7081
546,"2024 in Europe, as seen by press cartoonists around the world",2062
547,Elections in Georgia and Moldova: where does Europe end?,11236
548,Behind the green curtain: uncovering the spin game of global asset managers,17677
549,Southeast Europe’s pivotal election season is upon us,6924
550,Another step towards the “Orbánisation” of Europe,1422
551,"Ukraine, Belarus and Poland: war, floods – and onions",6121
552,The Georgian awakening: a nation on the brink of defeating the Dream,7832
553,​​Fearmongering in the Caucasus: Georgians choose between “peace or Brussels”,6615
554,The war in Ukraine is threatening the ecosystem of the Black Sea,9591
555,The puppet master from the Kremlin,1562
556,"The 26 October elections, another missed opportunity for young Georgians to reconnect with Europe?",6594
557,"‘She’s his wife, he can do what he wants’: after #MeToo, the Mazan rape trial and the banality of patriarchal violence",8163
558,America’s new young generation looks away from Europe,7537
559,Cas Mudde: ‘The way free speech is interpreted legally always reflects the power dynamics’,15803
560,Europe’s Sick man seals borders. On migration and economic crisis in Germany,651
561,Europe pursues its erratic trajectory on migration,600
562,No competitiveness without integration and sustainability. On the Draghi report,650
563,The Olympic Games’ mark on South-East Europe: olive branch and Pandora’s box,690
564,Floods in Central Europe: put the blame on human-made climate change,641
565,"The last indigenous people of Europe, the Sámi, move closer to Brussels",12315
566,Migration and the media: seeing through the fog,7492
567,"Deglobalisation: when distance grows, Europe glows?",7197
568,Kelly Greenhill: ‘The weaponisation of migration has in recent years become much more visible than it used to be’,10707
569,"The kebab, a (divisive) part of Europe",538
570,A day to reflect on the value of a free and independent press,585
571,"Ukraine, Belarus and Poland: war, floods – and onions",557
572,‘Trump 2.0 will be a far greater challenge for Europe than the first time round’,9719
573,"Phone calls, congratulations and a Nobel Peace Prize: Ukraine, Russia and Belarus greet Donald Trump’s return to the White House",7111
574,"Betting, online casinos and gambling: a “poverty tax” that funds the media (and lobbies)",7605
575,Dark waters: the environmental cost of Russian oil,6719
576,Forest abandonment and poor management threaten Europe’s precious carbon sink,17037
577,Is Donald Russia’s trump card in Europe?,7170
578,Can AI help combat climate misinformation?,17346
579,COP29: missing $1 trillion for climate,5958
580,Migration in Europe: Planning for tomorrow's crises,7021
581,The consequences of colonisation on Inuit culture in Greenland,11967
582,Silvia Carta (PICUM): ‘Simply banning a product from the market doesn’t address the drivers of forced labour’,10199
583,‘Coal kills us as you earn your greenwashed profits’ – How environmentally responsible investors are unwittingly profiting from German mega coal industry,61492
584,Land and paper: the European pulp industry in Mozambique,12239
585,"The three horsemen of social media: brain rot, anxiety and foreign interference",5565
586,European Defence: disunited in adversity,7862
587,"Traditional fishing in the Mediterranean is disappearing, and with it, the people who keep it going",12709
588,"Angry and betrayed, the Georgian people take to the streets to reclaim their European destiny",11928
589,When Russia meddles in Europe’s democracy: the case of Romania,7498
590,Ukraine’s sacrifice tells Europe it still needs heroes,19390
591,"Călin Georgescu, the dark horse who shadowed Romania’s democracy",6182
592,"Islamophobia, a European problem",15224
593,"Deglobalisation: when distance grows, Europe glows?",617
594,Migration and the media: seeing through the fog,521
595,"Betting, online casinos and gambling: a “poverty tax” that funds the media (and lobbies)",618
596,"‘She’s his wife, he can do what he wants’: after #MeToo, the Mazan rape trial and the banality of patriarchal violence",588
597,‘Trump 2.0 will be a far greater challenge for Europe than the first time round’,646
598,"Ukraine, Russia and Belarus greet Donald Trump’s return to the White House",505
599,"Cas Mudde: in 2025, Europe must learn to stand on its own two feet",6232
600,Racism and racial profiling: do European police forces have a problem?,7748
601,Dark waters: the environmental cost of Russian oil,658
602,"Călin Georgescu, the dark horse who shadowed Romania’s democracy",727
603,PIGS grow gangs: southern economies bite back,7163
604,Discrimination in housing: the other face of Spain and Europe’s habitational crisis,9575
605,"Southeast Europe is heating up: large protests threaten governments in Serbia, Romania and Turkey",5864
606,The Spanish migration route: European necropolitics and freedom of movement,7366
607,Is Sofia becoming just another faceless city?,10389
608,Trump’s “broligarch” Elon Musk goes on the rampage in Europe,8233
609,"The paradox of Belarus’ presidential “election”: predictability in authoritarianism, instability in power",9932
610,"Viasna’s Kanstantsin Staradubets: ‘The less people speak and know about Belarus, the more Lukashenka is winning’",12751
611,Presidential election in Belarus: ‘Most people have become as indifferent as they possibly can be’,8057
612,Do Europeans dream of electric cars?,6132
613,Southeast Europe’s pivotal election season is upon us,581
614,Is Donald Russia’s trump card in Europe?,615
615,"The three horsemen of social media: brain rot, anxiety and foreign interference",625
616,When Russia meddles in Europe’s democracy: the case of Romania,690
617,"Ukraine on the offensive, invading Russia",577
618,Not-so-artificial intelligence: the human workers who power AI,9703
619,Does the Portuguese police have a problem with racism and violence?,8163
620,Economist Jérôme Valette: ‘There is no direct causal link between immigration and crime’,6771
621,From breakdown to crackdown: environment and climate activists in the crosshair,6510
622,Environmental journalist Hervé Kempf: ‘The ecological and social issues are inextricably intertwined’,13082
623,Climate-conscious Europe braces for fossil-fuelled Trump 2.0,6443
624,Andrei Kurkov: ‘We needed a war to show that Ukraine is different from Russia’,23570
625,Hanna Perekhoda: ‘The fight for freedom in Ukraine is intimately linked to the global struggle against fascist forces’,16696
626,"Olha Mukha: ‘For a long time, the West refused to acknowledge Russia’s colonial and imperial character’",11998
627,"As election day approaches, Germany’s far right firewall trembles but holds firm",8124
628,Europe is short of general practitioners,10027
629,Belgium’s shortage of GPs: a slow-burning crisis,7726
630,Racism and racial profiling: do European police forces have a problem?,666
631,Migration in Europe: Planning for tomorrow's crises,529
632,COP29: missing $1 trillion for climate,521
633,"Trump, Putin and the war in Ukraine: Europe’s painful awakening to the rise of global Fascism",10167
634,AI: From the repression of migrants to generalised surveillance,7717
635,Nobel-worthy Balkan protests trigger resignations of president and prime minister,6710
636,"Not so spotless: corruption in France, Belgium, the Netherlands and beyond",8316
637,Migration and sexist or sexual violence: is there a correlation?,11979
638,"Southeast Europe is heating up: large protests threaten governments in Serbia, Romania and Turkey",582
639,How Romania went to from “keys around the neck” to “smartphones everywhere” in one generation,6323
640,Healthcare in Greece: the ongoing ruination of a public service,6047
641,The Spanish migration route: European necropolitics and freedom of movement,569
642,Trump’s “broligarch” Elon Musk goes on the rampage in Europe,657
643,PIGS grow gangs southern economies bite back,651
644,European Defence disunited in adversity,586
645,Wanted but unwelcome: Europe’s immigration conundrum,8127
646,Omnibus proposal: the EU deregulation wave puts climate change in a corner,5347
647,"Wars, inequality, neoliberalism: the challenges facing the Ukrainian left",16254
648,Europe fights anti-democratic infections spread by US and Russia,7693
649,Does the Portuguese police have a problem with racism and violence?,655
650,Who’s going to pay for Europe’s rearmament? It’s time to tax the rich,6582
651,Oleksandra Romantsova: Russia’s occupation of Ukraine is like ‘a Bucha every day’,12498
652,A shaken Europe closes ranks to face the Trumpo-Putinist new order,8369
653,"What happened to Ukrainian volunteer Iryna Horobtsova, held by Russia for over two years?",10078
654,The Almasri affair: Europe’s self-defeating fight against human trafficking,5968
655,"Garçon, there’s some Castilla La Mancha in my Bordeaux! – The Spanish bulk wine scam",16895
656,"In southern Armenia, the glimmer of peace with Azerbaijan does not dispel the sense of insecurity",8223
657,"As the US dismantles its soft power tools, Russia still spends billions on propaganda",6441
658,Do Europeans dream of electric cars ?,591
659,Climate-conscious Europe braces for fossil-fuelled Trump 2.0,591
660,From breakdown to crackdown - environment and climate activists in the crosshair,599
661,From Italy to Albania: a migrant’s journey through Italy’s asylum experiment,17317
662,The Danube flows backwards: orbánisation spreads upstream,684
663,Those who fight and those who don’t: the Ukrainians called to the front and the “Generation Putin” in Russia,644
664,How many divisions does Europe have? A look at the state of the continent’s defence,10154
665,Is AI worsening the mental health crisis in journalism?,10320
666,Europe’s nuclear option: no longer radioactive?,8563
667,Migration and mental health: the great unknown of asylum policy,7672
668,"Ireland at the White House: phantom exports, combat sports and fracking",8699
669,"Not so spotless: corruption in France, Belgium, the Netherlands and beyond",676
670,Romanian elections and record-breaking protests. Eyes on Southeastern Europe,5706
671,Authoritarian meddling: the contrasting cases of Belarus and Moldova,4947
672,"Civic participation, trauma, resistance and weariness: Ukrainian civil society in wartime",9372
673,Sci-fi at war in Ukraine: robot soldiers and Russian-American negotiations,4245
674,"Greenland: no to Denmark, no to the USA… and Europe?",594
675,Wanted but unwelcome: Europe’s immigration conundrum,625
676,"Torn between European aspirations and Kremlin influence, Romania is preparing – once again – to elect a new president",14466
677,Prison camps and roundups: Europe’s race to the bottom on migration,8382
678,The price of solidarity: Ukraine’s EU economic integration faces political headwinds,16333
679,Presidential election in Belarus: ‘Most people have become as indifferent as they possibly can be’,556
680,Can Europe stand up to the US big-tech juggernaut?,651
681,AI: From the repression of migrants to generalised surveillance,600
682,Nobel-worthy Balkan protests trigger resignations of president and prime minister,681
683,Why Donald Trump is going after Europe’s Green Deal,8489
684,Adapt or be undone: climate resistance from below,5642
685,Debunking the far right myth: there is not such a thing as little room for the environment,10647
686,Why we need a new plan for a common European defence and political union,8882
687,Omnibus proposal: the EU deregulation wave puts climate change in a corner,682
688,Who’s going to pay for Europe’s rearmament? It’s time to tax the rich,600
689,AI: From the repression of migrants to generalised surveillance,530
690,‘But Russians are resisting’ – Meet Putin’s exiled opponents in Europe,15090
691,Abortion in Italy: a combination between neo-fascism and neoliberalism,17450
692,"Fear, repression and propaganda: politicising South Asian migrants in Belarus and Georgia",9034
693,A farewell to Putin’s arms: Russian deserters tell their stories,16423
694,From inequality to fragmentation: (re)opening the door to Nigel Farage,7881
695,The dark truth behind online porn: Lawsuits challenge sexual violence in the adult film industry,10241
696,Nearly a fifth of global carbon emissions is propped up by billions of euros in European “green” investments,11163
697,The USSR called the occupation of Central and Eastern Europe a ‘liberation’ – Russia is committing the same crime in Ukraine,21731
698,"Going abroad to get an abortion, a struggle for thousands of women in Europe",7568
699,Ageism: the number one vector of workplace discrimination in Europe?,7425
700,"Romania resists far right wave, becomes pro-EU stronghold",8387
701,"Scrubbing the air, poisoning the sea: how “clean” shipping is destroying Mediterranean biodiversity",11921
702,"In Portugal, journalists are ‘the armed wing of Chega’s narrative’",20750
703,Viktor Orbán is trying to silence Hungary’s free press. Europe must stop him,8332
704,"The European media is under pressure from politicians and big business, but a fightback is brewing",8469
705,"Pride in Hungary: ‘Every time there’s an election coming up, Fidesz pulls out the LGBTQ community as a scapegoat’",9902
706,"As the US dismantles its soft power tools, Russia still spends billions on propaganda",618
707,Europe’s nuclear option: no longer radioactive?,599
708,Europe fights anti-democratic infections spread by US and Russia,596
709,Romanian elections and record-breaking protests. Eyes on Southeastern Europe,717
710,A shaken Europe closes ranks to face the Trumpo-Putinist new order,807
711,Migration and mental health- the great unknown of asylum policy,533
712,"Ireland at the White House phantom exports, combat sports and fracking",647
713,"Europe’s hard right – united behind Marine Le Pen, but mute about Trump’s trade war",661
714,"Why Europe must support independent journalism in (and about) Ukraine, Belarus and Russia",4812
715,"On Israel’s war on Gaza, Europe is still divided and undecided",7981
716,Viktor Orbán’s Hungary turns up the heat on dissidents,8469
